,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Mikal Bridges,22:29,8.0,12.0,66.7,3.0,4.0,75.0,3.0,4.0,75.0,0.0,7.0,7.0,1.0,3.0,1.0,0.0,2.0,22.0,11.0,10/02/2022,Adelaide 36ers,41.75
Cameron Johnson,22:29,2.0,7.0,28.6,0.0,4.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,0.0,0.0,1.0,1.0,4.0,11.0,10/02/2022,Adelaide 36ers,11.75
Deandre Ayton,22:29,11.0,14.0,78.6,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,6.0,2.0,0.0,0.0,0.0,0.0,22.0,11.0,10/02/2022,Adelaide 36ers,32.5
Devin Booker,22:29,5.0,8.0,62.5,0.0,2.0,0.0,3.0,3.0,100.0,0.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,13.0,11.0,10/02/2022,Adelaide 36ers,27.0
Chris Paul,22:29,2.0,4.0,50.0,1.0,2.0,50.0,1.0,1.0,100.0,0.0,1.0,1.0,12.0,0.0,0.0,1.0,4.0,6.0,11.0,10/02/2022,Adelaide 36ers,25.25
Torrey Craig,25:31,4.0,10.0,40.0,1.0,4.0,25.0,1.0,2.0,50.0,4.0,2.0,6.0,0.0,2.0,0.0,4.0,1.0,10.0,-21.0,10/02/2022,Adelaide 36ers,20.0
Cameron Payne,25:31,8.0,19.0,42.1,1.0,5.0,20.0,6.0,6.0,100.0,0.0,1.0,1.0,4.0,2.0,0.0,2.0,1.0,23.0,-21.0,10/02/2022,Adelaide 36ers,33.75
Landry Shamet,22:51,2.0,8.0,25.0,1.0,4.0,25.0,1.0,2.0,50.0,1.0,0.0,1.0,2.0,3.0,0.0,3.0,4.0,6.0,-19.0,10/02/2022,Adelaide 36ers,15.25
Jock Landale,22:05,4.0,9.0,44.4,0.0,4.0,0.0,4.0,4.0,100.0,4.0,2.0,6.0,0.0,0.0,0.0,2.0,0.0,12.0,-18.0,10/02/2022,Adelaide 36ers,18.5
Damion Lee,16:01,1.0,3.0,33.3,1.0,2.0,50.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,-21.0,10/02/2022,Adelaide 36ers,6.25
Bismack Biyombo,3:26,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,-3.0,10/02/2022,Adelaide 36ers,2.0
Ish Wainright,12:10,1.0,3.0,33.3,1.0,3.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,-2.0,10/02/2022,Adelaide 36ers,7.0
