,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Score
Mikal Bridges,33:18,3.0,11.0,27.3,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,6.0,-40.0,05/15/2022,10.0
Jae Crowder,27:10,2.0,9.0,22.2,1.0,6.0,16.7,0.0,0.0,0.0,0.0,4.0,4.0,0.0,1.0,0.0,2.0,0.0,5.0,-37.0,05/15/2022,11.5
Deandre Ayton,17:27,2.0,5.0,40.0,0.0,0.0,0.0,1.0,4.0,25.0,1.0,3.0,4.0,2.0,1.0,0.0,2.0,3.0,5.0,-23.0,05/15/2022,14.0
Devin Booker,36:59,3.0,14.0,21.4,0.0,4.0,0.0,5.0,6.0,83.3,1.0,2.0,3.0,2.0,1.0,0.0,4.0,3.0,11.0,-41.0,05/15/2022,17.75
Chris Paul,31:19,4.0,8.0,50.0,1.0,3.0,33.3,1.0,2.0,50.0,0.0,1.0,1.0,4.0,1.0,0.0,0.0,3.0,10.0,-39.0,05/15/2022,19.75
Landry Shamet,13:39,3.0,5.0,60.0,3.0,4.0,75.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,9.0,-6.0,05/15/2022,14.25
Cameron Johnson,20:00,3.0,6.0,50.0,2.0,4.0,50.0,4.0,4.0,100.0,2.0,3.0,5.0,2.0,0.0,0.0,0.0,3.0,12.0,-15.0,05/15/2022,22.25
Bismack Biyombo,11:39,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,50.0,2.0,0.0,2.0,2.0,1.0,1.0,0.0,2.0,1.0,-10.0,05/15/2022,10.5
Torrey Craig,4:09,1.0,3.0,33.3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,-2.0,05/15/2022,5.25
JaVale McGee,16:09,3.0,7.0,42.9,0.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,6.0,1.0,1.0,1.0,0.0,0.0,6.0,7.0,05/15/2022,19.0
Cameron Payne,12:38,2.0,7.0,28.6,1.0,3.0,33.3,0.0,0.0,0.0,2.0,2.0,4.0,3.0,0.0,0.0,2.0,2.0,5.0,8.0,05/15/2022,14.0
Aaron Holiday,5:17,2.0,5.0,40.0,2.0,3.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,6.0,11.0,05/15/2022,14.5
Elfrid Payton,5:17,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,11.0,05/15/2022,5.0
Ish Wainright,4:59,4.0,5.0,80.0,2.0,2.0,100.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,10.0,11.0,05/15/2022,18.0
