,Opp,Match,Result,Min,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
04/19/2000,LAC,LAL @ SAS,L,240,106,44,87,50.6,8,21,38.1,10,19,52.6,13,22,35,27,7,7,12,21,-8
04/18/2000,SAC,LAL @ SAS,W,265,119,50,112,44.6,7,19,36.8,12,19,63.2,17,37,54,32,17,6,10,24,7
04/16/2000,HOU,MIL @ ORL,W,240,121,50,105,47.6,5,17,29.4,16,21,76.2,17,28,45,25,11,4,11,19,9
04/14/2000,DAL,NYK @ TOR,L,240,103,39,92,42.4,3,17,17.6,22,30,73.3,17,24,41,13,9,5,12,21,-14
04/12/2000,MIN,NYK @ TOR,W,240,110,39,90,43.3,10,25,40.0,22,28,78.6,15,37,52,25,7,4,8,27,27
04/10/2000,LAL,POR @ UTA,L,265,103,39,96,40.6,9,23,39.1,16,28,57.1,14,35,49,22,7,3,13,30,-3
04/08/2000,DEN,POR @ UTA,L,240,97,38,86,44.2,6,20,30.0,15,21,71.4,10,29,39,24,5,9,11,20,-8
04/07/2000,HOU,MIN @ SAC,L,240,116,47,101,46.5,6,20,30.0,16,21,76.2,23,23,46,28,10,4,13,19,-3
04/04/2000,DEN,CHI @ MIL,W,240,106,41,88,46.6,6,15,40.0,18,21,85.7,12,36,48,29,5,3,11,19,13
04/02/2000,POR,CHI @ MIL,L,240,82,32,80,40.0,4,19,21.1,14,26,53.8,13,29,42,21,2,5,16,29,-13
03/31/2000,SAC,CHI @ MIL,W,240,123,49,91,53.8,3,14,21.4,22,30,73.3,12,35,47,36,11,2,13,19,15
03/29/2000,NYK,NYK @ VAN,L,240,95,34,81,42.0,7,26,26.9,20,32,62.5,11,19,30,24,13,6,9,23,-15
03/27/2000,SAS,IND @ NJN,L,240,82,36,89,40.4,5,16,31.3,5,10,50.0,14,26,40,19,8,7,13,20,-8
03/24/2000,UTA,CHH @ TOR,L,240,95,33,66,50.0,9,18,50.0,20,28,71.4,5,31,36,26,7,1,20,23,-3
03/21/2000,DET,CHH @ TOR,L,240,90,35,90,38.9,4,21,19.0,16,23,69.6,18,23,41,21,16,4,14,25,-10
03/18/2000,POR,NYK @ IND,L,240,96,38,81,46.9,6,19,31.6,14,23,60.9,8,26,34,24,7,6,11,24,-1
