,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score,Match
Harrison Barnes,23:48,1.0,2.0,50.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,2.0,3.0,1.0,01/02/2024,Charlotte Hornets,9.75,DEN @ GSW
Keegan Murray,37:29,4.0,12.0,33.3,1.0,6.0,16.7,1.0,2.0,50.0,1.0,2.0,3.0,2.0,3.0,0.0,1.0,5.0,10.0,-8.0,01/02/2024,Charlotte Hornets,22.75,DEN @ GSW
Domantas Sabonis,34:49,11.0,21.0,52.4,1.0,1.0,100.0,0.0,1.0,0.0,9.0,10.0,19.0,4.0,1.0,0.0,11.0,5.0,23.0,-3.0,01/02/2024,Charlotte Hornets,49.75,DEN @ GSW
Chris Duarte,29:32,5.0,11.0,45.5,2.0,4.0,50.0,0.0,0.0,0.0,4.0,3.0,7.0,4.0,1.0,0.0,1.0,1.0,12.0,3.0,01/02/2024,Charlotte Hornets,29.25,DEN @ GSW
De'Aaron Fox,37:47,11.0,25.0,44.0,3.0,10.0,30.0,5.0,8.0,62.5,0.0,5.0,5.0,6.0,1.0,1.0,3.0,2.0,30.0,4.0,01/02/2024,Charlotte Hornets,49.25,DEN @ GSW
Davion Mitchell,14:28,1.0,3.0,33.3,1.0,1.0,100.0,1.0,2.0,50.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,4.0,-4.0,01/02/2024,Charlotte Hornets,5.25,DEN @ GSW
Malik Monk,19:60,2.0,7.0,28.6,2.0,5.0,40.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0,0.0,1.0,1.0,2.0,6.0,-21.0,01/02/2024,Charlotte Hornets,15.25,DEN @ GSW
Kevin Huerter,12:21,1.0,4.0,25.0,0.0,2.0,0.0,2.0,2.0,100.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,4.0,-1.0,01/02/2024,Charlotte Hornets,6.5,DEN @ GSW
Alex Len,12:59,1.0,1.0,100.0,0.0,0.0,0.0,1.0,2.0,50.0,0.0,4.0,4.0,3.0,0.0,0.0,1.0,2.0,3.0,-1.0,01/02/2024,Charlotte Hornets,12.0,DEN @ GSW
Trey Lyles,16:36,3.0,6.0,50.0,3.0,5.0,60.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,9.0,-2.0,01/02/2024,Charlotte Hornets,15.75,DEN @ GSW
Juan Toscano-Anderson,0:12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,01/02/2024,Charlotte Hornets,0.0,DEN @ GSW
