,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score,Match
Harrison Barnes,36:23,5.0,9.0,55.6,4.0,6.0,66.7,3.0,5.0,60.0,1.0,2.0,3.0,1.0,1.0,0.0,0.0,4.0,17.0,1.0,01/03/2024,Orlando Magic,26.25,OKC @ BKN
Keegan Murray,45:42,13.0,21.0,61.9,2.0,6.0,33.3,0.0,0.0,0.0,4.0,8.0,12.0,1.0,1.0,0.0,0.0,0.0,28.0,-7.0,01/03/2024,Orlando Magic,47.5,OKC @ BKN
Domantas Sabonis,45:29,8.0,14.0,57.1,0.0,0.0,0.0,6.0,9.0,66.7,6.0,17.0,23.0,12.0,2.0,1.0,6.0,2.0,22.0,10.0,01/03/2024,Orlando Magic,71.75,OKC @ BKN
Chris Duarte,10:24,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,3.0,0.0,-6.0,01/03/2024,Orlando Magic,2.5,OKC @ BKN
De'Aaron Fox,43:57,6.0,22.0,27.3,0.0,5.0,0.0,3.0,4.0,75.0,3.0,1.0,4.0,7.0,1.0,0.0,3.0,1.0,15.0,-1.0,01/03/2024,Orlando Magic,31.0,OKC @ BKN
Malik Monk,46:03,12.0,20.0,60.0,7.0,13.0,53.8,6.0,8.0,75.0,0.0,3.0,3.0,9.0,2.0,1.0,3.0,5.0,37.0,14.0,01/03/2024,Orlando Magic,62.25,OKC @ BKN
Davion Mitchell,13:57,1.0,3.0,33.3,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,2.0,0.0,2.0,6.0,01/03/2024,Orlando Magic,6.75,OKC @ BKN
Trey Lyles,22:04,4.0,6.0,66.7,2.0,3.0,66.7,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,1.0,0.0,3.0,10.0,-1.0,01/03/2024,Orlando Magic,16.75,OKC @ BKN
JaVale McGee,7:47,2.0,2.0,100.0,0.0,0.0,0.0,1.0,3.0,33.3,0.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0,5.0,-3.0,01/03/2024,Orlando Magic,9.5,OKC @ BKN
Kevin Huerter,17:55,0.0,5.0,0.0,0.0,4.0,0.0,2.0,2.0,100.0,1.0,6.0,7.0,2.0,0.0,0.0,1.0,1.0,2.0,4.0,01/03/2024,Orlando Magic,13.25,OKC @ BKN
Juan Toscano-Anderson,0:20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,01/03/2024,Orlando Magic,0.0,OKC @ BKN
