,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score,Match
Harrison Barnes,22:09,4.0,9.0,44.4,2.0,5.0,40.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,10.0,-13.0,01/07/2024,New Orleans Pelicans,14.25,PHX @ LAC
Keegan Murray,26:00,2.0,9.0,22.2,1.0,6.0,16.7,3.0,3.0,100.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,8.0,-31.0,01/07/2024,New Orleans Pelicans,11.75,PHX @ LAC
Domantas Sabonis,28:55,8.0,12.0,66.7,1.0,2.0,50.0,0.0,1.0,0.0,0.0,10.0,10.0,6.0,1.0,0.0,3.0,2.0,17.0,-32.0,01/07/2024,New Orleans Pelicans,39.5,PHX @ LAC
Chris Duarte,14:52,0.0,3.0,0.0,0.0,2.0,0.0,1.0,2.0,50.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-19.0,01/07/2024,New Orleans Pelicans,2.5,PHX @ LAC
De'Aaron Fox,25:33,1.0,10.0,10.0,1.0,4.0,25.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,0.0,4.0,3.0,3.0,-30.0,01/07/2024,New Orleans Pelicans,10.0,PHX @ LAC
Kevin Huerter,24:16,6.0,10.0,60.0,2.0,6.0,33.3,3.0,4.0,75.0,1.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,17.0,-3.0,01/07/2024,New Orleans Pelicans,27.75,PHX @ LAC
Davion Mitchell,10:27,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-12.0,01/07/2024,New Orleans Pelicans,2.0,PHX @ LAC
Malik Monk,20:35,2.0,9.0,22.2,2.0,6.0,33.3,0.0,0.0,0.0,0.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,6.0,-26.0,01/07/2024,New Orleans Pelicans,19.25,PHX @ LAC
Sasha Vezenkov,20:38,5.0,9.0,55.6,1.0,5.0,20.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,11.0,-24.0,01/07/2024,New Orleans Pelicans,14.0,PHX @ LAC
Kessler Edwards,8:08,3.0,4.0,75.0,2.0,2.0,100.0,2.0,2.0,100.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,7.0,01/07/2024,New Orleans Pelicans,13.5,PHX @ LAC
JaVale McGee,6:06,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,-17.0,01/07/2024,New Orleans Pelicans,2.25,PHX @ LAC
Keon Ellis,12:00,5.0,6.0,83.3,3.0,3.0,100.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,13.0,9.0,01/07/2024,New Orleans Pelicans,20.5,PHX @ LAC
Colby Jones,10:24,2.0,5.0,40.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,0.0,0.0,1.0,4.0,12.0,01/07/2024,New Orleans Pelicans,13.25,PHX @ LAC
Alex Len,9:57,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,14.0,01/07/2024,New Orleans Pelicans,7.75,PHX @ LAC
