,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score,Match
Jerami Grant,19:36,4.0,9.0,44.4,1.0,3.0,33.3,1.0,3.0,33.3,0.0,1.0,1.0,2.0,0.0,0.0,3.0,3.0,10.0,-13.0,01/03/2024,Dallas Mavericks,13.25,OKC @ BKN
Toumani Camara,20:06,3.0,8.0,37.5,2.0,4.0,50.0,2.0,3.0,66.7,2.0,3.0,5.0,0.0,2.0,1.0,2.0,6.0,10.0,-11.0,01/03/2024,Dallas Mavericks,22.25,OKC @ BKN
Ibou Badji,14:51,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,4.0,0.0,0.0,2.0,4.0,6.0,0.0,-28.0,01/03/2024,Dallas Mavericks,7.0,OKC @ BKN
Anfernee Simons,27:00,5.0,16.0,31.3,1.0,7.0,14.3,4.0,4.0,100.0,1.0,4.0,5.0,3.0,0.0,0.0,2.0,1.0,15.0,-31.0,01/03/2024,Dallas Mavericks,25.25,OKC @ BKN
Scoot Henderson,32:32,2.0,11.0,18.2,1.0,4.0,25.0,2.0,4.0,50.0,1.0,4.0,5.0,7.0,0.0,0.0,6.0,4.0,7.0,-28.0,01/03/2024,Dallas Mavericks,21.25,OKC @ BKN
Duop Reath,6:04,1.0,2.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,2.0,4.0,2.0,0.0,01/03/2024,Dallas Mavericks,5.0,OKC @ BKN
Shaedon Sharpe,22:26,6.0,12.0,50.0,1.0,5.0,20.0,3.0,3.0,100.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,3.0,16.0,-12.0,01/03/2024,Dallas Mavericks,21.5,OKC @ BKN
Jabari Walker,16:50,1.0,3.0,33.3,0.0,1.0,0.0,2.0,2.0,100.0,1.0,4.0,5.0,4.0,0.0,0.0,1.0,2.0,4.0,-13.0,01/03/2024,Dallas Mavericks,15.75,OKC @ BKN
Malcolm Brogdon,16:49,2.0,6.0,33.3,0.0,3.0,0.0,1.0,1.0,100.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,5.0,-12.0,01/03/2024,Dallas Mavericks,10.5,OKC @ BKN
Matisse Thybulle,23:23,4.0,6.0,66.7,4.0,6.0,66.7,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,4.0,12.0,-2.0,01/03/2024,Dallas Mavericks,20.0,OKC @ BKN
Ish Wainright,17:21,3.0,5.0,60.0,3.0,5.0,60.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0,9.0,2.0,01/03/2024,Dallas Mavericks,18.75,OKC @ BKN
Kris Murray,14:36,1.0,3.0,33.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,01/03/2024,Dallas Mavericks,5.75,OKC @ BKN
Skylar Mays,8:26,2.0,4.0,50.0,0.0,0.0,0.0,1.0,2.0,50.0,1.0,4.0,5.0,1.0,0.0,0.0,1.0,0.0,5.0,3.0,01/03/2024,Dallas Mavericks,12.25,OKC @ BKN
