,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score,Match
Matisse Thybulle,28:59,1.0,5.0,20.0,1.0,4.0,25.0,0.0,0.0,0.0,1.0,3.0,4.0,0.0,2.0,2.0,0.0,2.0,3.0,-10.0,01/01/2024,Phoenix Suns,16.5,DEN @ GSW
Jerami Grant,25:11,6.0,12.0,50.0,1.0,3.0,33.3,2.0,3.0,66.7,0.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,15.0,-13.0,01/01/2024,Phoenix Suns,23.75,DEN @ GSW
Moses Brown,15:43,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,1.0,0.0,1.0,2.0,2.0,2.0,-5.0,01/01/2024,Phoenix Suns,12.0,DEN @ GSW
Malcolm Brogdon,21:06,3.0,8.0,37.5,2.0,4.0,50.0,2.0,2.0,100.0,0.0,2.0,2.0,5.0,0.0,0.0,2.0,0.0,10.0,-5.0,01/01/2024,Phoenix Suns,20.0,DEN @ GSW
Scoot Henderson,33:48,7.0,18.0,38.9,1.0,3.0,33.3,2.0,4.0,50.0,0.0,3.0,3.0,6.0,1.0,2.0,5.0,1.0,17.0,-18.0,01/01/2024,Phoenix Suns,33.75,DEN @ GSW
Ibou Badji,23:26,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.0,0.0,1.0,2.0,6.0,4.0,-6.0,01/01/2024,Phoenix Suns,12.75,DEN @ GSW
Shaedon Sharpe,18:01,2.0,8.0,25.0,0.0,5.0,0.0,2.0,2.0,100.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,6.0,-14.0,01/01/2024,Phoenix Suns,8.25,DEN @ GSW
Jabari Walker,25:06,3.0,7.0,42.9,0.0,2.0,0.0,4.0,6.0,66.7,2.0,7.0,9.0,0.0,1.0,0.0,1.0,2.0,10.0,-16.0,01/01/2024,Phoenix Suns,22.75,DEN @ GSW
Skylar Mays,17:29,3.0,8.0,37.5,1.0,3.0,33.3,0.0,0.0,0.0,1.0,1.0,2.0,3.0,0.0,1.0,1.0,1.0,7.0,-10.0,01/01/2024,Phoenix Suns,16.0,DEN @ GSW
Kris Murray,19:01,3.0,5.0,60.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,6.0,-11.0,01/01/2024,Phoenix Suns,14.0,DEN @ GSW
Ish Wainright,12:11,2.0,5.0,40.0,2.0,4.0,50.0,2.0,2.0,100.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,8.0,3.0,01/01/2024,Phoenix Suns,11.75,DEN @ GSW
