,IP,H,R,ER,BB,SO,HR,ERA,BF,Pit,Str,Ctct,StS,StL,GB,FB,LD,Unk,GSc,IR,IS,WPA,aLI,cWPA,acLI,RE24,Temp,Wind,Weather,Precipitation
Max Scherzer, 7 ,5,0,0,2,6,0,2.09,29,99,64,34,14,16,2,18,5,0,71,,,0.401, 1.26, 0.22%, 1.17, 3.4,80° F, Wind 9mph out to Leftfield, Overcast, No Precipitation.
"David Peterson, BS (1)", 0.1,1,2,2,1,1,1,3.54,3,8,4,1,2,1,0,1,0,0,,0,0,-0.323, 1.96,-0.18%, 1.82, -1.8,80° F, Wind 9mph out to Leftfield, Overcast, No Precipitation.
"Seth Lugo, W (2-2)", 1.2,1,0,0,0,3,0,3.49,6,24,17,6,3,8,2,1,1,0,,0,0,0.193, 1.67, 0.11%, 1.55, 0.7,80° F, Wind 9mph out to Leftfield, Overcast, No Precipitation.
