,IP,H,R,ER,BB,SO,HR,ERA,BF,Pit,Str,Ctct,StS,StL,GB,FB,LD,Unk,GSc,IR,IS,WPA,aLI,cWPA,acLI,RE24,Temp,Wind,Weather,Precipitation
"Hunter Greene, L (3-11)", 5 ,5,4,4,3,6,1,5.78,22,106,71,46,12,13,6,7,3,0,44,,,-0.220, 1.07,-0.00%, 0.03, -1.7,92° F, Wind 8mph in from Rightfield, Sunny, No Precipitation.
Buck Farmer, 0.1,2,1,1,2,0,0,5.87,4,18,8,5,1,2,0,2,1,0,,0,0,-0.126, 1.04,-0.00%, 0.03, -1.4,92° F, Wind 8mph in from Rightfield, Sunny, No Precipitation.
Joel Kuhnel, 0.2,0,0,0,1,0,0,6.41,2,11,6,6,0,0,1,0,0,0,,2,0,0.046, 1.17, 0.00%, 0.04, 0.9,92° F, Wind 8mph in from Rightfield, Sunny, No Precipitation.
Ian Gibaut, 1 ,1,2,2,2,3,0,6.75,6,31,16,9,1,6,0,1,1,0,,0,0,-0.074, 0.43,-0.00%, 0.01, -1.5,92° F, Wind 8mph in from Rightfield, Sunny, No Precipitation.
Dauri Moreta, 1 ,0,0,0,0,0,0,7.09,3,11,7,7,0,0,2,1,0,0,,0,0,0.002, 0.03, 0.00%, 0.00, 0.5,92° F, Wind 8mph in from Rightfield, Sunny, No Precipitation.
