,IP,H,R,ER,BB,SO,HR,ERA,BF,Pit,Str,Ctct,StS,StL,GB,FB,LD,Unk,GSc,IR,IS,WPA,aLI,cWPA,acLI,RE24,Temp,Wind,Weather,Precipitation
"Luis Castillo, W (4-4)", 7 ,6,3,3,1,8,2,2.86,28,92,62,38,15,9,6,13,6,0,60,,,0.165, 1.06, 0.00%, 0.01, 1.0,83° F, Wind 10mph in unknown direction, Cloudy, No Precipitation.
"Alexis Diaz, H (10)", 1 ,0,0,0,0,0,0,1.98,3,9,8,6,0,2,2,1,1,0,,0,0,0.084, 1.05, 0.00%, 0.01, 0.6,83° F, Wind 10mph in unknown direction, Cloudy, No Precipitation.
"Hunter Strickland, S (6)", 1 ,1,0,0,0,0,0,4.95,3,10,8,6,0,2,1,2,1,0,,0,0,0.085, 2.26, 0.00%, 0.02, 0.6,83° F, Wind 10mph in unknown direction, Cloudy, No Precipitation.
