IP,H,R,ER,BB,SO,HR,ERA,BF,Pit,Str,Ctct,StS,StL,GB,FB,LD,Unk,GSc,IR,IS,WPA,aLI,cWPA,acLI,RE24,Temp,Wind,Weather,Precipitation
 5 ,7,3,3,3,3,0,4.45,24,106,64,39,5,20,9,9,5,0,41,,,-0.114, 0.74,-0.00%, 0.01, -0.4,86° F, Wind 10mph out to Leftfield, Cloudy, No Precipitation.
 1 ,1,0,0,0,0,0,3.00,4,13,9,5,0,4,2,2,1,0,,0,0,0.018, 0.24, 0.00%, 0.01, 0.5,86° F, Wind 10mph out to Leftfield, Cloudy, No Precipitation.
 1 ,1,0,0,0,2,0,3.86,3,14,8,3,1,4,0,1,1,0,,0,0,0.013, 0.17, 0.00%, 0.00, 0.5,86° F, Wind 10mph out to Leftfield, Cloudy, No Precipitation.
 1 ,0,0,0,1,0,0,8.10,4,17,9,4,1,4,2,1,0,0,,0,0,0.007, 0.12, 0.00%, 0.00, 0.5,86° F, Wind 10mph out to Leftfield, Cloudy, No Precipitation.
 1 ,0,0,0,1,1,0,2.18,3,13,6,2,1,3,1,0,0,0,,0,0,0.207, 3.65, 0.00%, 0.07, 0.5,86° F, Wind 10mph out to Leftfield, Cloudy, No Precipitation.
