,IP,H,R,ER,BB,SO,HR,ERA,BF,Pit,Str,Ctct,StS,StL,GB,FB,LD,Unk,GSc,IR,IS,WPA,aLI,cWPA,acLI,RE24,Temp,Wind,Weather,Precipitation
"Sonny Gray, L (4-3)", 3.2,9,6,6,1,3,1,3.71,22,79,48,26,7,15,6,11,5,0,21,,,-0.352, 1.09,-0.25%, 1.26, -4.2,83° F, Wind 5mph from Right to Left, Cloudy, No Precipitation.
Trevor Megill, 1.1,0,0,0,0,1,0,2.33,4,10,6,4,0,2,2,1,0,0,,1,0,0.018, 0.17, 0.01%, 0.20, 0.7,83° F, Wind 5mph from Right to Left, Cloudy, No Precipitation.
Joe Smith, 1 ,2,2,0,0,0,0,2.66,6,17,14,11,1,2,2,4,1,0,,0,0,-0.030, 0.15,-0.02%, 0.17, -1.5,83° F, Wind 5mph from Right to Left, Cloudy, No Precipitation.
Jharel Cotton, 2 ,2,1,1,1,1,1,2.86,9,34,22,16,2,4,1,6,2,0,,0,0,-0.003, 0.02,-0.00%, 0.02, 0.0,83° F, Wind 5mph from Right to Left, Cloudy, No Precipitation.
Nick Gordon, 1 ,4,3,3,1,0,1,13.50,8,19,9,7,0,2,0,7,2,0,,0,0,0.000, 0.00, 0.00%, 0.00, -2.5,83° F, Wind 5mph from Right to Left, Cloudy, No Precipitation.
