,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Aaron Gordon,36:18,4.0,11.0,36.4,0.0,5.0,0.0,2.0,2.0,100.0,1.0,6.0,7.0,3.0,0.0,1.0,3.0,3.0,10.0,14.0,11/08/2021,Miami Heat,23.75
Jeff Green,33:33,5.0,12.0,41.7,1.0,4.0,25.0,2.0,3.0,66.7,0.0,2.0,2.0,0.0,0.0,0.0,1.0,4.0,13.0,22.0,11/08/2021,Miami Heat,15.5
Nikola Jokic,33:24,10.0,14.0,71.4,0.0,0.0,0.0,5.0,8.0,62.5,4.0,11.0,15.0,10.0,2.0,2.0,2.0,3.0,25.0,14.0,11/08/2021,Miami Heat,65.75
Will Barton,34:55,9.0,14.0,64.3,7.0,9.0,77.8,0.0,0.0,0.0,0.0,5.0,5.0,6.0,1.0,0.0,0.0,3.0,25.0,18.0,11/08/2021,Miami Heat,45.75
Monte Morris,30:29,6.0,11.0,54.5,2.0,6.0,33.3,0.0,0.0,0.0,0.0,3.0,3.0,5.0,1.0,0.0,1.0,2.0,14.0,20.0,11/08/2021,Miami Heat,27.75
P.J. Dozier,20:51,2.0,11.0,18.2,1.0,5.0,20.0,2.0,2.0,100.0,2.0,6.0,8.0,1.0,0.0,0.0,1.0,3.0,7.0,-9.0,11/08/2021,Miami Heat,18.5
JaMychal Green,15:08,2.0,5.0,40.0,0.0,3.0,0.0,5.0,6.0,83.3,2.0,3.0,5.0,0.0,0.0,1.0,0.0,1.0,9.0,0.0,11/08/2021,Miami Heat,17.25
Bones Hyland,16:04,2.0,7.0,28.6,1.0,5.0,20.0,1.0,1.0,100.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,6.0,-3.0,11/08/2021,Miami Heat,14.75
Austin Rivers,15:42,1.0,4.0,25.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,2.0,1.0,0.0,0.0,2.0,2.0,9.0,11/08/2021,Miami Heat,10.75
Bol Bol,0:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11/08/2021,Miami Heat,0.0
Zeke Nnaji,1:12,1.0,2.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,11/08/2021,Miami Heat,2.0
Markus Howard,1:12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11/08/2021,Miami Heat,0.0
Facundo Campazzo,1:12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11/08/2021,Miami Heat,0.0
