,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Aaron Gordon,33:19,10.0,16.0,62.5,0.0,1.0,0.0,1.0,1.0,100.0,3.0,3.0,6.0,0.0,0.0,0.0,2.0,2.0,21.0,-11.0,03/24/2022,Phoenix Suns,27.5
Jeff Green,23:27,4.0,6.0,66.7,3.0,3.0,100.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,11.0,-6.0,03/24/2022,Phoenix Suns,17.25
Nikola Jokic,32:19,9.0,10.0,90.0,1.0,2.0,50.0,9.0,11.0,81.8,2.0,4.0,6.0,6.0,3.0,0.0,8.0,2.0,28.0,-15.0,03/24/2022,Phoenix Suns,47.0
Will Barton,30:44,7.0,10.0,70.0,2.0,3.0,66.7,1.0,2.0,50.0,1.0,4.0,5.0,8.0,0.0,0.0,1.0,2.0,17.0,-4.0,03/24/2022,Phoenix Suns,35.75
Monte Morris,26:31,5.0,10.0,50.0,4.0,6.0,66.7,1.0,1.0,100.0,0.0,2.0,2.0,4.0,0.0,1.0,2.0,2.0,15.0,-14.0,03/24/2022,Phoenix Suns,26.5
Austin Rivers,18:43,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,-8.0,03/24/2022,Phoenix Suns,0.0
JaMychal Green,20:38,0.0,3.0,0.0,0.0,2.0,0.0,1.0,2.0,50.0,2.0,4.0,6.0,1.0,0.0,0.0,1.0,2.0,1.0,2.0,03/24/2022,Phoenix Suns,9.5
Bones Hyland,24:44,7.0,13.0,53.8,4.0,8.0,50.0,5.0,9.0,55.6,0.0,2.0,2.0,3.0,1.0,1.0,0.0,4.0,23.0,-1.0,03/24/2022,Phoenix Suns,36.0
DeMarcus Cousins,15:41,4.0,8.0,50.0,1.0,4.0,25.0,1.0,1.0,100.0,1.0,5.0,6.0,3.0,0.0,0.0,1.0,2.0,10.0,5.0,03/24/2022,Phoenix Suns,22.0
Davon Reed,13:54,2.0,4.0,50.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,1.0,2.0,4.0,2.0,03/24/2022,Phoenix Suns,8.75
