,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Aaron Gordon,31:10,8.0,12.0,66.7,3.0,5.0,60.0,0.0,0.0,0.0,1.0,7.0,8.0,4.0,0.0,1.0,1.0,0.0,19.0,1.0,02/08/2022,New York Knicks,38.0
Jeff Green,18:24,1.0,3.0,33.3,0.0,1.0,0.0,4.0,5.0,80.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,1.0,6.0,-3.0,02/08/2022,New York Knicks,11.25
Nikola Jokic,30:24,8.0,14.0,57.1,0.0,3.0,0.0,5.0,7.0,71.4,3.0,8.0,11.0,7.0,0.0,0.0,6.0,2.0,21.0,1.0,02/08/2022,New York Knicks,42.25
Will Barton,37:11,8.0,12.0,66.7,4.0,6.0,66.7,0.0,0.0,0.0,2.0,5.0,7.0,5.0,1.0,0.0,2.0,4.0,20.0,-1.0,02/08/2022,New York Knicks,39.25
Monte Morris,27:41,2.0,6.0,33.3,1.0,3.0,33.3,0.0,0.0,0.0,1.0,0.0,1.0,6.0,0.0,0.0,0.0,1.0,5.0,-6.0,02/08/2022,New York Knicks,15.75
Zeke Nnaji,23:42,5.0,9.0,55.6,0.0,4.0,0.0,1.0,3.0,33.3,4.0,3.0,7.0,0.0,2.0,0.0,1.0,3.0,11.0,11.0,02/08/2022,New York Knicks,23.25
Bones Hyland,25:14,6.0,12.0,50.0,4.0,7.0,57.1,6.0,7.0,85.7,0.0,6.0,6.0,3.0,0.0,0.0,1.0,1.0,22.0,27.0,02/08/2022,New York Knicks,35.5
Bryn Forbes,15:06,2.0,6.0,33.3,2.0,4.0,50.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,3.0,6.0,18.0,02/08/2022,New York Knicks,12.0
Davon Reed,10:59,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,02/08/2022,New York Knicks,4.0
JaMychal Green,17:01,6.0,7.0,85.7,2.0,2.0,100.0,6.0,7.0,85.7,1.0,3.0,4.0,2.0,2.0,0.0,1.0,3.0,20.0,21.0,02/08/2022,New York Knicks,32.5
Markus Howard,1:34,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,100.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,02/08/2022,New York Knicks,3.25
Facundo Campazzo,1:34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02/08/2022,New York Knicks,0.0
