,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Terence Davis,22:15,8.0,17.0,47.1,1.0,6.0,16.7,2.0,3.0,66.7,3.0,5.0,8.0,1.0,3.0,1.0,2.0,5.0,19.0,4.0,12/10/2021,Charlotte Hornets,38.0
Harrison Barnes,26:21,2.0,9.0,22.2,2.0,5.0,40.0,2.0,2.0,100.0,2.0,3.0,5.0,0.0,0.0,0.0,2.0,1.0,8.0,-8.0,12/10/2021,Charlotte Hornets,14.25
Alex Len,12:46,2.0,4.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,2.0,0.0,1.0,0.0,1.0,4.0,5.0,12/10/2021,Charlotte Hornets,12.75
Tyrese Haliburton,35:45,5.0,9.0,55.6,5.0,8.0,62.5,0.0,0.0,0.0,2.0,5.0,7.0,7.0,2.0,0.0,3.0,2.0,15.0,9.0,12/10/2021,Charlotte Hornets,39.25
De'Aaron Fox,34:20,11.0,17.0,64.7,1.0,4.0,25.0,8.0,10.0,80.0,0.0,2.0,2.0,5.0,4.0,0.0,2.0,2.0,31.0,-10.0,12/10/2021,Charlotte Hornets,48.5
Tristan Thompson,20:37,3.0,4.0,75.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,6.0,0.0,0.0,1.0,4.0,4.0,6.0,-5.0,12/10/2021,Charlotte Hornets,13.5
Buddy Hield,31:22,6.0,19.0,31.6,2.0,10.0,20.0,1.0,1.0,100.0,1.0,5.0,6.0,1.0,2.0,0.0,1.0,1.0,15.0,-2.0,12/10/2021,Charlotte Hornets,28.5
Davion Mitchell,25:55,4.0,10.0,40.0,2.0,5.0,40.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,1.0,10.0,-1.0,12/10/2021,Charlotte Hornets,18.25
Marvin Bagley III,27:21,7.0,12.0,58.3,1.0,2.0,50.0,0.0,0.0,0.0,6.0,4.0,10.0,2.0,0.0,1.0,0.0,2.0,15.0,6.0,12/10/2021,Charlotte Hornets,33.0
Maurice Harkless,3:18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-3.0,12/10/2021,Charlotte Hornets,0.0
